Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
1928,"De Lisser, H. G.",The Sins of the Children,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1928,English,The Sins of the Children,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",The Dancing Girl of Old - and of Today,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1929,English,The Dancing Girl of Old - and of Today,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1924,"De Lisser, H. G.",The Adventures Abroad of Mr. Jenkins,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1924,English,The Adventures Abroad of Mr. Jenkins,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1936,"De Lisser, H. G.","Anacanoa: A Story of Aboriginal Jamaica, the Conquering Spaniard and the Indian Maid",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1936,English,"Anacanoa: A Story of Aboriginal Jamaica, the Conquering Spaniard and the Indian Maid",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Let There Be Light: Electricity's Democratising and Other Aspects,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1934,English,Let There Be Light: Electricity's Democratising and Other Aspects,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1939,"De Lisser, H. G.",Haunted: A Thrilling Tale of Mystery and Romance,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1939,English,Haunted: A Thrilling Tale of Mystery and Romance,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1932,"De Lisser, H. G.",The Crocodile: A Striking Jamaica Story of the Supernatural,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1932,English,The Crocodile: A Striking Jamaica Story of the Supernatural,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",The Jamaica Bandits,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1929,English,The Jamaica Bandits,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1938,"De Lisser, H. G.",The White Maroon: Spanish and English and Maroon in Jamaica in the First Days of the English Occupation -- a Thrilling Romance,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1938,English,The White Maroon: Spanish and English and Maroon in Jamaica in the First Days of the English Occupation -- a Thrilling Romance,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1924,"De Lisser, H. G.","The Defence of Jamaica: The Crisis of 1946 When Haiti Threatens the World With a New Kind of Tom-Tom Music, and How an Invasion of Jamaica Is Prevented",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1924,English,"The Defence of Jamaica: The Crisis of 1946 When Haiti Threatens the World With a New Kind of Tom-Tom Music, and How an Invasion of Jamaica Is Prevented",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1923,"De Lisser, H. G.","In the Land of Bananas, Coffee and Volcanoes",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1923,English,"In the Land of Bananas, Coffee and Volcanoes",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1921,"De Lisser, H. G.",The Rivals: a Humorous Story of Intrique,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1921,English,The Rivals: a Humorous Story of Intrique,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1936,"De Lisser, H. G.",Canada and the West Indies,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,1,1936,English,Canada and the West Indies,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",Here Are Ladies Delightful,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1929,English,Here Are Ladies Delightful,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1920,"De Lisser, H. G.",A Last Word,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,1,1920,English,A Last Word,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1933,"De Lisser, H. G.","Behind the Scenes at the J.P.S.: Revelations, Personal, Social and Gastronomic",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,4,1933,English,"Behind the Scenes at the J.P.S.: Revelations, Personal, Social and Gastronomic",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1937,"De Lisser, H. G.","Wings Over the World: Major Nathan, a Flying Man, Advocates More Flying and Still More Flying",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,1,1937,English,"Wings Over the World: Major Nathan, a Flying Man, Advocates More Flying and Still More Flying",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1937,"De Lisser, H. G.","Unpiratically Speaking: Eustace Myers, Alias ""G"", Characteristically Steady, Suave and Sober",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,1,1937,English,"Unpiratically Speaking: Eustace Myers, Alias ""G"", Characteristically Steady, Suave and Sober",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1931,"De Lisser, H. G.",Montego Bay at Breakfast Lunch and Work: A Northside City's Progress,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1931,English,Montego Bay at Breakfast Lunch and Work: A Northside City's Progress,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1925,"De Lisser, H. G.","The Six Brothers: When Enterprise Waits on Skill, a Story of Some of My Friends",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,3,1925,English,"The Six Brothers: When Enterprise Waits on Skill, a Story of Some of My Friends",Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",When Parsons Were Pepper - A Sketch of Olden Days: How They Lived and Had Their Unholy Being,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,2,1929,English,When Parsons Were Pepper - A Sketch of Olden Days: How They Lived and Had Their Unholy Being,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Primitive Practices and Modern Methods: A Striking Contrast - The Old Way and the New in Sugar Manufacture,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,5,1934,English,Primitive Practices and Modern Methods: A Striking Contrast - The Old Way and the New in Sugar Manufacture,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1920,"De Lisser, H. G.",Planters' Punch: A Publication of Humour,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,NA,1920,English,Planters' Punch: A Publication of Humour,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1933,"De Lisser, H. G.",Our Money Masters: Whose Power Over Our Pockets Pursues Us Even to the Grave,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,NA,1,1933,English,Our Money Masters: Whose Power Over Our Pockets Pursues Us Even to the Grave,Planter's Punch,NA,NA,https://en.wikipedia.org/wiki/H._G._de_Lisser
1938,"De Lisser, H. G.","The Riots, the Hand of the Lord",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1938,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1935,"De Lisser, H. G.",An Agile Banana Dancer,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1935,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1925,"De Lisser, H. G.","The Jamaica Nobility Or, ""The Story of Sir Mortimer and Lady Mat""",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1925,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",The Soul of Mr. Kieffer,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1917,"De Lisser, H. G.",Triumphant Squalitone a Tropical Extravaganza,,English,Jamaica,,The Gleaner Company Ltd.,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,137,1917,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Poltergeist:The Last Phase,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",From Public Privacy to Private Publicity,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1936,"De Lisser, H. G.","Zombies: A Jamaica Story of Black Art Practised By an Educated Man ; Weird, Mysterious, Creepy",Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1936,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Statistical Sir Arthur,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Nonfiction Book,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1935,"De Lisser, H. G.",Lewis and the Little Ones,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Nonfiction Book,,,1935,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1913,"De Lisser, H. G.",Twentieth Century Jamaica,,English,Jamaica,,Jamaica Times,Kingston,Jamaica,"Kingston, Jamaica",Nonfiction Book,,208,1913,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1917,"De Lisser, H. G.",Jamaica and the Great War,,English,Jamaica,,The Gleaner Company Ltd.,Kingston,Jamaica,"Kingston, Jamaica",Nonfiction Book,,135,1917,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1958,"De Lisser, H. G.",The Arawak Girl,,English,Jamaica,,Pioneer Press,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,91,1958,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1968,"De Lisser, H. G.",The Arawak Girl,,English,Jamaica,,Pioneer Press,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,91,1968,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1980,"De Lisser, H. G.",Psyche,,English,Jamaica,,Macmillan Publishers,London,England,"London, England",Fiction (Novel),978-0-333-29439-0,224,1980,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1961,"De Lisser, H. G.",Psyche,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,224,1961,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1952,"De Lisser, H. G.",Psyche,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,224,1952,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1985,"De Lisser, H. G.",Psyche,,English,Jamaica,,Macmillan Publishers,London,England,"London, England",Fiction (Novel),978-0-333-29439-0,,1985,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1919,"De Lisser, H. G.",Revenge: A Tale of Old Jamaica,,English,Jamaica,,The Gleaner Company Ltd.,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,103,1919,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
2021,"De Lisser, H. G.",Revenge: A Tale of Old Jamaica,,English,Jamaica,,Mint Editions,"Portland, OR",United States,"Portland, OR, United States",Fiction (Novel),978-1-5132-0939-5,,2021,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1910,"De Lisser, H. G.",In Jamaica and Cuba,,English,Jamaica,,The Gleaner Company Ltd.,Kingston,Jamaica,"Kingston, Jamaica",Anthology,,164,1910,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1956,"De Lisser, H. G.",The Cup and the Lip: A Romance,,English,Jamaica,,Ernest Benn,London,England,"London, England",Short Story,,256,1956,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
2021,"De Lisser, H. G.",Susan Proudleigh,,English,Jamaica,,Mint Editions,Portland,United States,"Portland, United States",Fiction (Novel),978-1-5132-0937-1,,2021,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
2013,"De Lisser, H. G.",Susan Proudleigh,,English,Jamaica,,Ulan Press,"Lexington, MA",United States,"Lexington, MA, United States",Fiction (Novel),,309,2013,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1915,"De Lisser, H. G.",Susan Proudleigh,,English,Jamaica,,Methuen Publishing,London,England,"London, England",Fiction (Novel),,309,1915,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1980,"De Lisser, H. G.",Morgan's Daughter,,English,Jamaica,,Macmillan Publishers,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),978-0-333-29438-3,225,1980,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1961,"De Lisser, H. G.",Morgan's Daughter,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,225,1961,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1953,"De Lisser, H. G.",Morgan's Daughter,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,220,1953,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1914,"De Lisser, H. G.",Jane's Career: A Story of Jamaica,,English,Jamaica,,Methuen Publishing,London,England,"London, England",Fiction (Novel),,207,1914,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
2021,"De Lisser, H. G.",Jane's Career: A Story of Jamaica,,English,Jamaica,,Mint Editions,Portland,United States,"Portland, United States",Fiction (Novel),978-1-5132-1868-7,,2021,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1937,"De Lisser, H. G.",Under The Sun: A Jamaica Comedy,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,269,1937,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1927,"De Lisser, H. G.",Under The Sun: A Jamaica Comedy,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,,1927,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1957,"De Lisser, H. G.",The White Witch of Rosehall,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,256,1957,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1954,"De Lisser, H. G.",The White Witch of Rosehall,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,255,1954,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1952,"De Lisser, H. G.",The White Witch of Rosehall,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,,1952,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1936,"De Lisser, H. G.",The White Witch of Rosehall,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,286,1936,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",The White Witch of Rosehall,,English,Jamaica,,Ernest Benn,London,England,"London, England",Fiction (Novel),,286,1929,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1929,"De Lisser, H. G.",The White Witch of Rosehall,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,,1929,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1935,"De Lisser, H. G.",Lewis and the Little Ones,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1935,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1935,"De Lisser, H. G.",An Agile Banana Dancer,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1935,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1931,"De Lisser, H. G.",Montego Bay at Breakfast Lunch and Work,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1931,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1931,"De Lisser, H. G.",The Prince As Dancer,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,,1931,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1930,"De Lisser, H. G.",Morgan's Daughter,Planter's Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,,1930,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1933,"De Lisser, H. G.",Poltergeist,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1933,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1933,"De Lisser, H. G.",Our Money Masters: When Power Over Our Pockerts Pursues Us Even to the Grave,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1933,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Let There Be Light,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",From Public Privacy to Private Publicity,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",The Soul of Mr. Kieffer,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Statistical Sir Arthur,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1934,"De Lisser, H. G.",Primitive Practices and Modern Methods: A Striking Contrast - The Old Way and the New in Sugar Manufacture,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1934,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1925,"De Lisser, H. G.",The Six Brothers,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1925,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
1925,"De Lisser, H. G.",The Jamaica Nobility: The Story of Sir Mortimer and Lady Mat,Planters' Punch,English,Jamaica,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Short Story,,,1925,,,,,,https://en.wikipedia.org/wiki/H._G._de_Lisser
